zipcode,name,price,rating,review_count,categories
53225,Bunzel's Meat Market,$$,5.0,91,"[{'alias': 'meats', 'title': 'Meat Shops'}, {'alias': 'delis', 'title': 'Delis'}]"
53225,Mara's Grill,$,4.5,76,"[{'alias': 'mexican', 'title': 'Mexican'}]"
53225,Pho One24,$$,4.0,154,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]"
53225,Café Grace,$$,4.0,78,"[{'alias': 'french', 'title': 'French'}]"
53225,Sinbads Grill,$,4.0,25,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'falafel', 'title': 'Falafel'}, {'alias': 'cheesesteaks', 'title': 'Cheesesteaks'}]"
53225,Chick-fil-A,$,4.0,61,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]"
53225,Athens Family Restaurant,$,3.5,37,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'diners', 'title': 'Diners'}]"
53225,Pizza Man Tosa,$$,3.5,167,"[{'alias': 'pizza', 'title': 'Pizza'}]"
53225,Taqueria El Jefe,$,3.5,117,"[{'alias': 'mexican', 'title': 'Mexican'}]"
53225,Kam's Thistle & Shamrock,$,4.5,38,"[{'alias': 'irish', 'title': 'Irish'}, {'alias': 'irish_pubs', 'title': 'Irish Pub'}, {'alias': 'newamerican', 'title': 'American (New)'}]"
53225,Butler Inn,$$,3.5,64,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
53225,El Greco,$,3.0,37,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'greek', 'title': 'Greek'}]"
53225,Terri Lynn's Soul Food Diner,$$,4.0,16,"[{'alias': 'soulfood', 'title': 'Soul Food'}]"
53225,King Gyros,$,4.0,24,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]"
53225,ABV Social,$$,3.0,148,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
53225,Marco's World Famous Pizza- Northwest,$$,4.0,35,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'burgers', 'title': 'Burgers'}]"
53225,Capitol Cafe Pancake House & Restaurant,$,3.5,55,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'greek', 'title': 'Greek'}]"
53225,Lisbon Cafe,$,4.5,24,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
53225,Gianelli's  Pizza & Chicken Man,$$,4.0,24,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bbq', 'title': 'Barbeque'}]"
53225,Osgood's,$$,2.5,223,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
53225,Kitt's Frozen Custard Drive-In,$,4.5,18,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'burgers', 'title': 'Burgers'}]"
53225,Burrito Bueno,$$,4.0,21,"[{'alias': 'mexican', 'title': 'Mexican'}]"
53225,Murf's Frozen Custard & Jumbo Burgers,$,3.5,51,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'burgers', 'title': 'Burgers'}]"
53225,AJ Bombers,$$,3.0,88,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'burgers', 'title': 'Burgers'}]"
53225,Corner Bakery Cafe,$$,3.5,55,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cafes', 'title': 'Cafes'}]"
53225,Potbelly Sandwich Shop,$,3.5,31,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'salad', 'title': 'Salad'}]"
53225,Sluggo's Sports Pub & Grill,$$,3.5,47,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pizza', 'title': 'Pizza'}]"
53225,Phongsavan,$,4.0,24,"[{'alias': 'laotian', 'title': 'Laotian'}, {'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'farmersmarket', 'title': 'Farmers Market'}]"
53225,Smoke Shack,$$,3.0,84,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
53225,Boulder Junction Charcoal Grill,$$,3.5,42,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]"
53225,Champion Chicken,$$,3.0,53,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'catering', 'title': 'Caterers'}]"
53225,Wing's Carryout,$,4.0,21,"[{'alias': 'chinese', 'title': 'Chinese'}]"
53225,Ya Ya Chinese Restaurant,$,3.5,20,"[{'alias': 'chinese', 'title': 'Chinese'}]"
53225,The Tosa Tavern,$$,4.0,13,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'grocery', 'title': 'Grocery'}]"
53225,The  Corner  Pub,$,3.5,25,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]"
53225,Alioto's,$$,3.0,46,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]"
53225,Wingstop,$$,3.5,26,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
53225,Taco Bell,$,3.0,12,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
53225,QDOBA Mexican Eats,$,3.5,21,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
